year,region_name,local_authority_id,local_authority_name,local_authority_code,road_name,road_category,road_type,link_length_km,pedal_cycles,two_wheeled_motor_vehicles,cars_and_taxis,buses_and_coaches,LGVs,HGVs_2_rigid_axle,HGVs_3_rigid_axle,HGVs_4_or_more_rigid_axle,HGVs_3_or_4_articulated_axle,HGVs_5_articulated_axle,HGVs_6_articulated_axle,all_HGVs,all_motor_vehicles
2020,London,175,Richmond upon Thames,E09000027,A305,PA,Major,1.7,890,229,6252,462,1549,97,18,2,2,1,0,119,8612
2021,London,175,Richmond upon Thames,E09000027,A305,PA,Major,1.7,795,262,6745,466,1652,103,19,2,2,1,0,126,9251
2022,London,175,Richmond upon Thames,E09000027,A305,PA,Major,1.7,814,302,6928,472,1793,109,20,2,2,1,0,135,9629
2023,London,175,Richmond upon Thames,E09000027,A305,PA,Major,1.7,1000,771,5972,743,1027,65,18,2,3,0,0,89,8602
2016,London,175,Richmond upon Thames,E09000027,A305,PA,Major,0.8,542,392,10781,762,1602,230,45,4,0,0,119,397,13935
2017,London,175,Richmond upon Thames,E09000027,A305,PA,Major,0.8,529,407,10778,732,1589,226,48,3,0,0,116,393,13898
2018,London,175,Richmond upon Thames,E09000027,A305,PA,Major,0.9,986,355,12597,937,2037,102,20,11,3,0,0,135,16062
2019,London,175,Richmond upon Thames,E09000027,A305,PA,Major,0.9,924,375,12630,931,2036,100,20,11,3,0,0,134,16107
2020,London,175,Richmond upon Thames,E09000027,A305,PA,Major,0.9,1143,285,9574,776,1775,88,17,9,3,0,0,117,12528
2021,London,175,Richmond upon Thames,E09000027,A305,PA,Major,0.9,1021,326,10329,783,1893,93,18,10,3,0,0,124,13454
2022,London,175,Richmond upon Thames,E09000027,A305,PA,Major,0.9,1045,376,10610,792,2055,99,19,11,3,0,0,132,13964
2023,London,175,Richmond upon Thames,E09000027,A305,PA,Major,0.9,1072,381,10588,799,2091,99,18,10,3,0,0,130,13988
2016,London,175,Richmond upon Thames,E09000027,A307,PA,Major,0.3,499,281,4430,1035,1055,116,21,6,0,0,7,150,6951
2017,London,175,Richmond upon Thames,E09000027,A307,PA,Major,0.3,487,291,4428,994,1046,114,22,5,0,0,7,148,6908
2018,London,175,Richmond upon Thames,E09000027,A307,PA,Major,0.3,481,293,4425,956,1068,114,22,4,0,0,6,147,6889
2019,London,175,Richmond upon Thames,E09000027,A305,PA,Major,0.3,451,310,4436,950,1067,112,22,5,0,0,6,146,6909
2020,London,175,Richmond upon Thames,E09000027,A305,PA,Major,0.3,1016,430,3735,1468,657,98,15,6,12,1,1,133,6423
2021,London,175,Richmond upon Thames,E09000027,A305,PA,Major,0.3,908,491,4030,1481,700,103,16,6,12,1,1,141,6842
2022,London,175,Richmond upon Thames,E09000027,A305,PA,Major,0.3,930,566,4139,1499,760,110,17,6,13,1,1,150,7114
2023,London,175,Richmond upon Thames,E09000027,A305,PA,Major,0.3,953,574,4130,1511,773,110,17,6,13,1,1,148,7137
2016,London,146,Hammersmith and Fulham,E09000013,A308,PA,Major,1.5,1314,664,10466,556,1568,391,29,2,2,5,0,428,13682
2017,London,146,Hammersmith and Fulham,E09000013,A308,PA,Major,1.5,1283,688,10463,534,1555,384,31,1,2,5,0,423,13662
2018,London,146,Hammersmith and Fulham,E09000013,A308,PA,Major,1.5,1268,693,10454,513,1587,386,30,1,2,4,0,424,13671
2019,London,146,Hammersmith and Fulham,E09000013,A308,PA,Major,1.5,1188,731,10481,510,1586,379,31,1,2,4,0,418,13727
2020,London,146,Hammersmith and Fulham,E09000013,A308,PA,Major,1.5,2006,918,8867,302,1921,298,22,12,5,0,3,341,12349
2021,London,146,Hammersmith and Fulham,E09000013,A308,PA,Major,1.5,1792,1048,9566,305,2048,314,24,14,5,0,3,360,13327
2022,London,146,Hammersmith and Fulham,E09000013,A308,PA,Major,1.5,1835,1208,9826,308,2224,335,25,14,5,0,3,383,13949
2023,London,146,Hammersmith and Fulham,E09000013,A308,PA,Major,1.5,1881,1226,9805,311,2263,333,24,14,5,0,3,380,13985
2016,London,175,Richmond upon Thames,E09000027,A308,PA,Major,0.2,583,602,17751,288,3214,235,61,111,4,15,65,491,22346
2017,London,175,Richmond upon Thames,E09000027,A308,PA,Major,0.2,569,624,17745,276,3188,231,64,96,4,15,63,473,22306
2018,London,175,Richmond upon Thames,E09000027,A308,PA,Major,0.2,321,337,17472,368,2826,174,35,45,18,26,27,324,21326
2019,London,175,Richmond upon Thames,E09000027,A308,PA,Major,0.2,301,355,17517,365,2825,171,35,47,18,26,27,323,21386
2020,London,175,Richmond upon Thames,E09000027,A308,PA,Major,0.2,372,271,13279,305,2462,151,29,39,15,23,23,280,16597
2021,London,175,Richmond upon Thames,E09000027,A308,PA,Major,0.2,332,309,14326,307,2625,159,31,43,16,24,25,299,17866
2022,London,175,Richmond upon Thames,E09000027,A308,PA,Major,0.2,610,358,16344,302,2914,441,28,34,10,9,21,543,20461
2023,London,175,Richmond upon Thames,E09000027,A308,PA,Major,0.2,626,363,16310,305,2966,439,27,33,9,8,19,537,20480
2016,London,111,Hounslow,E09000018,A310,PA,Major,1.2,572,450,17724,466,3160,247,87,54,11,44,28,470,22270
2017,London,111,Hounslow,E09000018,A310,PA,Major,1.2,558,466,17718,447,3133,243,93,46,10,43,27,462,22227
2018,London,111,Hounslow,E09000018,A310,PA,Major,1.2,552,470,17703,430,3198,244,91,37,10,42,26,451,22251
2019,London,111,Hounslow,E09000018,A310,PA,Major,1.2,517,496,17749,428,3196,240,92,39,10,42,26,449,22318
2020,London,111,Hounslow,E09000018,A310,PA,Major,1.2,639,378,13454,357,2786,212,77,32,9,37,22,390,17364
2021,London,111,Hounslow,E09000018,A310,PA,Major,1.2,693,515,15165,592,2971,375,103,42,5,8,33,565,19808
2022,London,111,Hounslow,E09000018,A310,PA,Major,1.2,710,593,15577,600,3225,400,109,43,5,8,32,597,20592
2023,London,111,Hounslow,E09000018,A310,PA,Major,1.2,728,602,15544,605,3282,398,106,42,5,8,30,588,20621
2016,London,175,Richmond upon Thames,E09000027,A310,PA,Major,1.4,387,243,12556,190,1153,154,44,30,6,2,1,236,14378
2017,London,175,Richmond upon Thames,E09000027,A310,PA,Major,1.4,378,251,12553,182,1143,152,46,25,5,2,1,232,14361
2018,London,175,Richmond upon Thames,E09000027,A310,PA,Major,1.4,945,253,10570,209,1850,83,33,28,8,2,5,159,13040
2019,London,175,Richmond upon Thames,E09000027,A310,PA,Major,1.4,886,267,10597,208,1849,82,33,29,8,2,5,159,13080
2020,London,175,Richmond upon Thames,E09000027,A310,PA,Major,1.4,1096,203,8033,173,1612,72,27,24,7,2,4,137,10159
2021,London,175,Richmond upon Thames,E09000027,A310,PA,Major,1.4,979,232,8667,175,1719,76,30,27,7,2,4,146,10938
2022,London,175,Richmond upon Thames,E09000027,A310,PA,Major,1.4,1003,267,8902,177,1866,81,31,27,8,2,4,154,11366
2023,London,175,Richmond upon Thames,E09000027,A310,PA,Major,1.4,1028,271,8883,178,1899,81,30,27,7,2,4,152,11383
2016,London,175,Richmond upon Thames,E09000027,A311,PA,Major,0.9,551,192,10913,504,1665,118,14,8,0,0,4,143,13417
2017,London,175,Richmond upon Thames,E09000027,A311,PA,Major,0.9,538,199,10909,484,1651,116,15,7,0,0,4,141,13385
2018,London,175,Richmond upon Thames,E09000027,A311,PA,Major,0.9,532,201,10900,465,1685,116,15,6,0,0,3,140,13391
2019,London,175,Richmond upon Thames,E09000027,A311,PA,Major,0.9,498,212,10928,463,1684,114,15,6,0,0,3,138,13425
2020,London,175,Richmond upon Thames,E09000027,A311,PA,Major,0.9,616,161,8284,386,1468,101,12,5,0,0,3,121,10421
2021,London,175,Richmond upon Thames,E09000027,A311,PA,Major,0.9,705,317,10351,524,1340,148,21,5,1,4,0,178,12711
2022,London,175,Richmond upon Thames,E09000027,A311,PA,Major,0.9,722,365,10632,531,1455,158,22,5,1,4,0,190,13173
2023,London,175,Richmond upon Thames,E09000027,A311,PA,Major,0.9,740,370,10610,535,1481,157,21,5,1,4,0,188,13184
2016,London,147,Ealing,E09000009,A312,PA,Major,2,28,144,12645,355,1929,391,72,91,3,14,79,651,15724
2017,London,147,Ealing,E09000009,A312,PA,Major,2,71,206,14084,335,2416,232,67,103,14,74,56,546,17588
2018,London,147,Ealing,E09000009,A312,PA,Major,2.1,70,208,14072,322,2465,233,67,83,14,72,53,522,17590
2019,London,147,Ealing,E09000009,A312,PA,Major,2.1,66,220,14109,320,2464,230,67,87,14,72,53,523,17636
2020,London,147,Ealing,E09000009,A312,PA,Major,2.1,82,167,10695,267,2148,203,56,72,12,64,46,453,13730
2021,London,147,Ealing,E09000009,A312,PA,Major,2.1,73,191,11538,269,2290,214,60,79,13,67,50,483,14772
2022,London,147,Ealing,E09000009,A312,PA,Major,2.1,75,220,11852,273,2486,228,64,81,14,71,49,506,15337
2023,London,147,Ealing,E09000009,A312,PA,Major,2.1,76,223,11827,275,2530,227,62,79,13,69,46,497,15352
2016,London,111,Hounslow,E09000018,A312,PA,Major,0.2,379,481,22756,340,2934,360,58,52,20,4,5,500,27011
2017,London,111,Hounslow,E09000018,A312,PA,Major,0.2,370,498,22749,327,2910,354,62,45,18,4,5,488,26972
2018,London,111,Hounslow,E09000018,A312,PA,Major,0.3,174,376,23561,305,3229,237,39,27,14,2,4,324,27795
2019,London,111,Hounslow,E09000018,A312,PA,Major,0.3,163,397,23623,304,3227,233,39,29,15,2,4,321,27872
2020,London,111,Hounslow,E09000018,A312,PA,Major,0.3,202,302,17907,253,2814,206,33,24,12,2,3,280,21556
2021,London,111,Hounslow,E09000018,A312,PA,Major,0.3,181,345,19319,255,3000,217,35,26,13,2,3,297,23216
2022,London,111,Hounslow,E09000018,A312,PA,Major,0.3,185,398,19844,258,3256,232,37,27,14,2,3,316,24072
2023,London,111,Hounslow,E09000018,A312,PA,Major,0.3,190,403,19802,260,3314,231,36,26,14,2,3,312,24092
2016,London,109,Westminster,E09000033,A315,PA,Major,1.7,600,1314,12048,1597,2259,741,88,51,9,10,28,926,18144
2017,London,109,Westminster,E09000033,A315,PA,Major,1.7,611,1418,12543,1596,2333,758,98,45,8,10,29,948,18838
2018,London,109,Westminster,E09000033,A315,PA,Major,1.7,608,1465,12590,1569,2424,743,92,39,8,8,28,918,18966
2019,London,109,Westminster,E09000033,A315,PA,Major,1.7,445,1230,9800,1235,1913,546,68,34,6,4,22,681,14859
2020,London,109,Westminster,E09000033,A315,PA,Major,1.7,550,734,5776,805,1303,371,43,23,4,3,15,458,9077
2021,London,109,Westminster,E09000033,A315,PA,Major,1.7,492,838,6232,812,1389,391,46,25,4,3,16,485,9756
2022,London,109,Westminster,E09000033,A315,PA,Major,1.7,504,1061,7024,903,1656,457,53,28,5,3,18,564,11209
2023,London,109,Westminster,E09000033,A315,PA,Major,1.7,516,1061,6889,897,1660,444,50,27,5,3,16,545,11053
2016,London,146,Hammersmith and Fulham,E09000013,A315,PA,Major,0.8,1855,722,8975,1266,2117,227,20,2,0,1,1,251,13331
2017,London,146,Hammersmith and Fulham,E09000013,A315,PA,Major,0.8,1812,749,8972,1215,2099,223,21,1,0,1,1,248,13283
2018,London,146,Hammersmith and Fulham,E09000013,A315,PA,Major,0.8,1790,754,8965,1169,2142,224,21,1,0,1,1,248,13279
2019,London,146,Hammersmith and Fulham,E09000013,A315,PA,Major,0.8,1397,641,8442,786,1471,92,20,10,5,2,1,130,11470
2020,London,146,Hammersmith and Fulham,E09000013,A315,PA,Major,0.8,1729,488,6399,655,1282,82,16,8,4,2,1,113,8938
2021,London,146,Hammersmith and Fulham,E09000013,A315,PA,Major,0.8,1544,557,6904,661,1367,86,18,9,4,2,1,120,9609
2022,London,146,Hammersmith and Fulham,E09000013,A315,PA,Major,0.8,1581,642,7091,669,1484,92,19,9,5,2,1,128,10014
2023,London,146,Hammersmith and Fulham,E09000013,A315,PA,Major,0.8,1621,651,7076,674,1511,91,18,9,5,2,1,126,10039
2016,London,111,Hounslow,E09000018,A205,PA,Major,0.2,1257,1128,25081,644,2228,940,128,249,10,57,173,1558,30639
2017,London,111,Hounslow,E09000018,A205,PA,Major,0.2,1003,716,21121,716,4298,610,73,91,27,62,66,929,27779
2018,London,111,Hounslow,E09000018,A205,PA,Major,0.2,990,722,21102,689,4386,613,73,74,26,60,63,908,27806
2019,London,111,Hounslow,E09000018,A205,PA,Major,0.2,928,761,21157,685,4384,602,73,77,27,60,63,902,27889
2020,London,111,Hounslow,E09000018,A205,PA,Major,0.2,1148,580,16038,571,3821,533,61,64,23,53,55,788,21798
2021,London,111,Hounslow,E09000018,A205,PA,Major,0.2,1026,662,17303,575,4074,562,66,70,24,56,59,837,23451
2022,London,111,Hounslow,E09000018,A205,PA,Major,0.2,1050,763,17772,583,4423,599,69,72,26,59,58,883,24424
2023,London,111,Hounslow,E09000018,A205,PA,Major,0.2,1077,774,17735,587,4501,596,67,70,25,58,55,870,24468
2016,London,111,Hounslow,E09000018,A315,PA,Major,1.1,279,247,13202,736,1174,282,37,6,0,1,3,328,15687
2017,London,111,Hounslow,E09000018,A315,PA,Major,1.1,449,330,11178,1097,1721,122,34,28,0,7,1,191,14517
2018,London,111,Hounslow,E09000018,A315,PA,Major,1.1,444,333,11168,1056,1756,122,33,23,0,6,1,186,14498
2019,London,111,Hounslow,E09000018,A315,PA,Major,1.1,416,351,11197,1050,1755,120,34,24,0,6,1,185,14538
2020,London,111,Hounslow,E09000018,A315,PA,Major,1.1,514,267,8488,875,1530,107,28,20,0,6,1,161,11321
2021,London,111,Hounslow,E09000018,A315,PA,Major,1.1,459,305,9157,882,1631,112,30,22,0,6,1,171,12147
2022,London,111,Hounslow,E09000018,A315,PA,Major,1.1,470,352,9406,893,1771,120,32,22,0,6,1,181,12602
2023,London,111,Hounslow,E09000018,A315,PA,Major,1.1,482,357,9386,900,1802,119,31,22,0,6,1,179,12624
2016,London,111,Hounslow,E09000018,A316,PA,Major,1,13,1073,52917,361,8168,699,73,259,88,174,102,1394,63914
2017,London,111,Hounslow,E09000018,A316,PA,Major,1,24,762,49414,268,8672,966,172,166,34,138,245,1720,60836
2016,London,175,Richmond upon Thames,E09000027,A316,PA,Major,0.6,727,1728,29021,420,5924,456,49,71,25,30,28,659,37753
2017,London,175,Richmond upon Thames,E09000027,A316,PA,Major,0.6,672,1527,26294,372,5735,429,46,67,24,28,26,619,34547
2018,London,175,Richmond upon Thames,E09000027,A316,PA,Major,0.6,806,1500,26256,352,6014,436,47,71,24,28,27,632,34753
2019,London,175,Richmond upon Thames,E09000027,A316,PA,Major,0.6,1082,1778,28996,383,6628,477,54,81,26,31,29,699,38484
2020,London,175,Richmond upon Thames,E09000027,A316,PA,Major,0.6,1384,1520,24332,282,6514,493,54,82,27,32,30,718,33366
2021,London,175,Richmond upon Thames,E09000027,A316,PA,Major,0.6,1034,1383,23395,293,6565,473,51,79,25,30,28,685,32322
2022,London,175,Richmond upon Thames,E09000027,A316,PA,Major,0.6,663,1003,24139,235,4270,519,22,26,6,10,29,613,30259
2023,London,175,Richmond upon Thames,E09000027,A316,PA,Major,0.6,629,943,25004,235,4415,529,21,25,6,11,28,620,31217
2016,London,145,Camden,E09000007,A400,PA,Major,0.2,1010,793,8360,1257,2120,388,68,26,0,0,4,487,13016
2017,London,145,Camden,E09000007,A400,PA,Major,0.2,986,822,8357,1206,2102,382,72,23,0,0,4,481,12968
2018,London,145,Camden,E09000007,A400,PA,Major,0.2,974,828,8350,1161,2145,384,71,18,0,0,4,477,12960
2019,London,145,Camden,E09000007,A400,PA,Major,0.2,913,874,8372,1154,2144,377,72,19,0,0,4,472,13015
2020,London,145,Camden,E09000007,A400,PA,Major,0.2,1129,666,6346,962,1869,334,60,16,0,0,3,413,10255
2021,London,145,Camden,E09000007,A400,PA,Major,0.2,963,1552,8125,1082,2162,380,35,44,10,2,16,487,13407
2022,London,145,Camden,E09000007,A400,PA,Major,0.2,986,1790,8345,1095,2347,406,37,45,11,2,15,516,14093
2023,London,145,Camden,E09000007,A400,PA,Major,0.2,1011,1816,8328,1104,2388,403,36,44,11,2,14,510,14146
2016,London,145,Camden,E09000007,A400,PA,Major,0.9,2364,1674,23058,2004,4208,891,65,165,0,14,51,1185,32128
2017,London,145,Camden,E09000007,A400,PA,Major,0.9,2309,1734,23051,1924,4173,876,69,141,0,14,49,1150,32031
2018,London,145,Camden,E09000007,A400,PA,Major,0.9,2281,1748,23031,1851,4258,880,68,114,0,14,48,1123,32010
2019,London,145,Camden,E09000007,A400,PA,Major,0.9,1794,1263,12340,1281,3916,302,67,146,30,13,32,590,19390
2020,London,145,Camden,E09000007,A400,PA,Major,0.9,2220,962,9354,1068,3414,267,55,121,25,12,28,509,15307
2021,London,145,Camden,E09000007,A400,PA,Major,0.9,1983,1098,10092,1077,3640,281,60,133,27,13,30,544,16450
2022,London,145,Camden,E09000007,A400,PA,Major,0.9,2030,1266,10366,1090,3951,300,63,136,29,13,30,571,17244
2023,London,145,Camden,E09000007,A400,PA,Major,0.9,2082,1284,10344,1099,4021,298,61,134,28,13,28,562,17310
2016,London,146,Hammersmith and Fulham,E09000013,A402,PA,Major,0.5,996,1218,14671,1359,4219,323,28,39,3,3,23,419,21886
2017,London,146,Hammersmith and Fulham,E09000013,A402,PA,Major,0.5,973,1263,14667,1305,4184,318,29,33,2,3,23,408,21826
2018,London,146,Hammersmith and Fulham,E09000013,A402,PA,Major,0.5,1132,1770,22506,1874,5338,359,53,50,31,14,16,523,32011
2019,London,146,Hammersmith and Fulham,E09000013,A402,PA,Major,0.5,1061,1868,22565,1862,5336,353,53,52,31,14,16,520,32151
2020,London,146,Hammersmith and Fulham,E09000013,A402,PA,Major,0.5,1313,1423,17105,1552,4651,312,44,43,26,13,14,453,25185
2021,London,146,Hammersmith and Fulham,E09000013,A402,PA,Major,0.5,1173,1623,18454,1565,4959,329,48,47,28,13,15,481,27083
2022,London,146,Hammersmith and Fulham,E09000013,A402,PA,Major,0.5,1679,2087,20229,1580,3891,573,60,58,13,6,24,733,28521
2023,London,146,Hammersmith and Fulham,E09000013,A402,PA,Major,0.5,1721,2118,20187,1593,3960,570,58,56,12,6,23,725,28583
2016,London,66,Hillingdon,E09000017,A404,PA,Major,1.9,34,73,14221,39,1764,99,18,13,2,11,10,153,16250
2017,London,66,Hillingdon,E09000017,A404,PA,Major,1.9,33,75,14217,38,1749,98,19,11,2,11,10,150,16229
2018,London,66,Hillingdon,E09000017,A404,PA,Major,2,33,76,14204,36,1785,98,19,9,2,11,9,148,16249
2019,London,66,Hillingdon,E09000017,A404,PA,Major,2,31,80,14241,36,1784,97,19,9,2,11,9,147,16288
2020,London,66,Hillingdon,E09000017,A404,PA,Major,2,38,61,10796,30,1555,85,16,8,2,9,8,128,12570
2021,London,66,Hillingdon,E09000017,A404,PA,Major,2,34,70,11647,30,1658,90,17,8,2,10,9,136,13540
2022,London,66,Hillingdon,E09000017,A404,PA,Major,2,35,80,11963,31,1800,96,18,9,2,11,9,143,14017
2023,London,66,Hillingdon,E09000017,A404,PA,Major,2,36,81,11938,31,1832,95,17,8,2,10,8,141,14023
2016,London,185,Harrow,E09000015,A404,PA,Major,0.7,92,189,23017,158,2242,355,40,73,23,5,12,509,26115
